                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    126,                0.98454,                0.45125,                 1.3851,                0.97985,                0.95804,                0.98342,                0.70471,                    1.1,                0.37432,                 1.5541,               0.005875,               0.005875,               0.005875
                    127,                0.98739,                0.45381,                 1.3875,                0.98128,                0.95867,                 0.9836,                0.70435,                    1.1,                0.37424,                 1.5542,               0.005842,               0.005842,               0.005842
                    128,                0.99177,                0.45506,                 1.3919,                0.98128,                0.95883,                0.98334,                0.70431,                 1.0997,                0.37359,                 1.5544,               0.005809,               0.005809,               0.005809
                    129,                0.98831,                0.45379,                 1.3894,                0.98078,                0.95966,                 0.9834,                  0.705,                 1.0996,                0.37285,                 1.5544,               0.005776,               0.005776,               0.005776
                    130,                0.98011,                 0.4478,                 1.3902,                0.98095,                0.95919,                0.98347,                0.70492,                 1.0997,                0.37236,                 1.5546,               0.005743,               0.005743,               0.005743
                    131,                0.98512,                 0.4517,                 1.3912,                0.98123,                0.95919,                 0.9836,                0.70532,                 1.0995,                0.37202,                 1.5548,                0.00571,                0.00571,                0.00571
                    132,                0.97776,                0.44702,                 1.3908,                0.98035,                 0.9592,                0.98379,                 0.7057,                 1.0998,                0.37179,                 1.5551,               0.005677,               0.005677,               0.005677
                    133,                0.98496,                0.44836,                 1.3872,                0.98034,                0.95966,                0.98393,                0.70595,                 1.0997,                 0.3717,                 1.5555,               0.005644,               0.005644,               0.005644
                    134,                0.97598,                0.44457,                 1.3845,                0.97922,                0.96013,                0.98395,                0.70491,                 1.0994,                0.37142,                 1.5554,               0.005611,               0.005611,               0.005611
                    135,                0.97726,                0.44709,                 1.3863,                0.97982,                0.96013,                0.98388,                 0.7048,                 1.0996,                0.37205,                 1.5558,               0.005578,               0.005578,               0.005578
                    136,                0.97756,                0.44232,                 1.3887,                0.97922,                 0.9606,                0.98406,                0.70464,                 1.0999,                0.37201,                 1.5565,               0.005545,               0.005545,               0.005545
                    137,                0.97654,                0.44714,                 1.3819,                0.98007,                 0.9606,                0.98391,                0.70437,                 1.0996,                0.37159,                 1.5563,               0.005512,               0.005512,               0.005512
                    138,                0.97935,                0.44725,                 1.3851,                0.98036,                0.95996,                0.98396,                0.70543,                 1.0996,                0.37079,                 1.5561,               0.005479,               0.005479,               0.005479
                    139,                0.97447,                0.44618,                 1.3776,                0.98036,                0.95998,                0.98397,                0.70455,                 1.0998,                0.37073,                 1.5565,               0.005446,               0.005446,               0.005446
                    140,                0.98114,                0.44633,                 1.3869,                0.98095,                0.95966,                0.98405,                0.70475,                 1.0998,                0.37124,                 1.5563,               0.005413,               0.005413,               0.005413
                    141,                0.97834,                0.44703,                 1.3812,                0.98083,                 0.9601,                0.98435,                0.70627,                 1.0998,                0.37079,                 1.5559,                0.00538,                0.00538,                0.00538
                    142,                0.97232,                0.44501,                 1.3791,                0.98037,                0.96044,                0.98451,                0.70647,                 1.0998,                0.37108,                  1.556,               0.005347,               0.005347,               0.005347
                    143,                 0.9727,                0.44396,                 1.3763,                0.98075,                 0.9606,                0.98459,                0.70648,                 1.0999,                0.37068,                 1.5563,               0.005314,               0.005314,               0.005314
                    144,                0.96964,                0.44129,                 1.3764,                0.98099,                 0.9606,                0.98444,                0.70747,                 1.0997,                0.37006,                 1.5562,               0.005281,               0.005281,               0.005281
                    145,                0.96856,                0.44167,                 1.3779,                0.98064,                 0.9606,                 0.9843,                0.70781,                 1.0993,                0.36976,                 1.5558,               0.005248,               0.005248,               0.005248
                    146,                0.96666,                0.43887,                  1.373,                0.98072,                 0.9606,                0.98422,                0.70898,                 1.0996,                0.36978,                 1.5562,               0.005215,               0.005215,               0.005215
                    147,                0.96609,                0.44049,                 1.3737,                0.98104,                 0.9606,                0.98422,                0.70756,                 1.0995,                0.36961,                 1.5565,               0.005182,               0.005182,               0.005182
                    148,                0.96507,                0.43993,                 1.3748,                 0.9814,                0.96013,                0.98423,                0.70758,                 1.0995,                0.36908,                 1.5568,               0.005149,               0.005149,               0.005149
                    149,                0.96351,                0.43819,                 1.3705,                0.98161,                0.96013,                 0.9844,                0.70786,                 1.0997,                0.36901,                 1.5572,               0.005116,               0.005116,               0.005116
                    150,                0.95839,                0.43742,                 1.3633,                0.98176,                0.95961,                0.98428,                0.70816,                    1.1,                0.36878,                 1.5574,               0.005083,               0.005083,               0.005083
                    151,                0.96512,                0.43593,                 1.3738,                0.98082,                0.95919,                0.98434,                0.70889,                 1.1004,                 0.3685,                 1.5581,                0.00505,                0.00505,                0.00505
                    152,                0.95583,                0.43143,                 1.3683,                0.98035,                0.95943,                0.98474,                0.70911,                 1.1007,                0.36837,                 1.5587,               0.005017,               0.005017,               0.005017
                    153,                0.96082,                0.43385,                  1.374,                0.98028,                0.95919,                 0.9847,                0.70905,                 1.1008,                0.36856,                 1.5591,               0.004984,               0.004984,               0.004984
                    154,                0.96361,                 0.4364,                 1.3731,                0.98175,                0.95903,                0.98457,                0.70844,                 1.1013,                 0.3685,                 1.5596,               0.004951,               0.004951,               0.004951
                    155,                 0.9593,                0.43104,                 1.3699,                0.98208,                0.95919,                0.98461,                0.70881,                 1.1014,                0.36858,                 1.5601,               0.004918,               0.004918,               0.004918
                    156,                0.95932,                0.43604,                 1.3636,                0.98127,                 0.9586,                0.98455,                0.70826,                 1.1016,                0.36829,                 1.5602,               0.004885,               0.004885,               0.004885
                    157,                0.95743,                0.43266,                 1.3654,                0.98219,                0.95694,                0.98435,                0.70871,                 1.1017,                0.36831,                 1.5606,               0.004852,               0.004852,               0.004852
                    158,                0.95801,                0.43395,                 1.3629,                0.98314,                0.95707,                0.98397,                0.70799,                 1.1015,                0.36783,                 1.5611,               0.004819,               0.004819,               0.004819
                    159,                0.95139,                0.43269,                 1.3627,                0.98344,                0.95732,                0.98435,                0.70811,                 1.1011,                0.36697,                 1.5612,               0.004786,               0.004786,               0.004786
                    160,                0.95618,                0.43279,                 1.3644,                0.98243,                0.95732,                0.98426,                0.70747,                 1.1012,                 0.3669,                 1.5614,               0.004753,               0.004753,               0.004753
                    161,                0.95379,                0.43238,                 1.3574,                0.98317,                0.95685,                0.98428,                0.70765,                 1.1012,                0.36654,                 1.5615,                0.00472,                0.00472,                0.00472
                    162,                 0.9549,                0.42924,                  1.361,                0.98353,                0.95732,                0.98432,                0.70816,                 1.1012,                0.36619,                 1.5617,               0.004687,               0.004687,               0.004687
                    163,                0.94956,                0.42969,                 1.3603,                0.98329,                0.95732,                0.98444,                0.70781,                 1.1009,                0.36552,                 1.5617,               0.004654,               0.004654,               0.004654
                    164,                0.94884,                0.42702,                  1.358,                0.98172,                0.95748,                0.98445,                0.70765,                 1.1009,                0.36583,                 1.5617,               0.004621,               0.004621,               0.004621
                    165,                0.95485,                 0.4289,                 1.3678,                0.98173,                0.95756,                0.98408,                0.70702,                 1.1014,                0.36586,                 1.5621,               0.004588,               0.004588,               0.004588
                    166,                0.94602,                0.42524,                 1.3582,                0.98078,                0.95756,                0.98372,                0.70659,                 1.1013,                0.36633,                 1.5622,               0.004555,               0.004555,               0.004555
                    167,                0.94842,                0.42857,                  1.359,                0.98125,                0.95713,                0.98381,                0.70683,                 1.1015,                0.36618,                 1.5621,               0.004522,               0.004522,               0.004522
                    168,                0.94164,                0.42171,                 1.3529,                0.98126,                0.95776,                0.98427,                0.70717,                 1.1017,                0.36631,                 1.5626,               0.004489,               0.004489,               0.004489
                    169,                0.94566,                0.42464,                 1.3552,                0.98126,                0.95809,                0.98422,                0.70687,                 1.1022,                0.36631,                  1.563,               0.004456,               0.004456,               0.004456
                    170,                0.94488,                0.42182,                 1.3552,                0.98152,                0.95872,                 0.9839,                 0.7075,                 1.1025,                0.36589,                 1.5633,               0.004423,               0.004423,               0.004423
                    171,                0.94348,                0.42419,                 1.3595,                0.98175,                0.95892,                0.98373,                 0.7067,                 1.1024,                0.36549,                 1.5637,                0.00439,                0.00439,                0.00439
                    172,                0.93984,                0.42422,                 1.3487,                0.98129,                0.95919,                0.98388,                 0.7066,                 1.1024,                0.36505,                 1.5639,               0.004357,               0.004357,               0.004357
                    173,                0.93928,                0.42405,                 1.3555,                0.98158,                0.95919,                0.98421,                0.70742,                 1.1024,                0.36408,                 1.5642,               0.004324,               0.004324,               0.004324
                    174,                0.93505,                0.41965,                 1.3485,                0.98165,                0.95919,                0.98426,                0.70786,                 1.1024,                0.36397,                 1.5645,               0.004291,               0.004291,               0.004291
                    175,                0.93482,                0.42128,                 1.3486,                0.98184,                0.95919,                0.98422,                0.70719,                 1.1024,                0.36399,                 1.5651,               0.004258,               0.004258,               0.004258
                    176,                 0.9355,                0.42266,                 1.3451,                0.97936,                0.96201,                0.98405,                  0.707,                 1.1025,                0.36367,                 1.5653,               0.004225,               0.004225,               0.004225
                    177,                 0.9364,                 0.4195,                 1.3424,                0.97943,                0.96248,                0.98389,                0.70689,                 1.1027,                0.36366,                 1.5655,               0.004192,               0.004192,               0.004192
                    178,                0.92762,                0.41834,                 1.3436,                 0.9816,                0.96013,                 0.9842,                0.70702,                 1.1032,                0.36345,                  1.566,               0.004159,               0.004159,               0.004159
                    179,                0.93071,                0.41839,                 1.3423,                0.98177,                0.96008,                0.98415,                0.70587,                 1.1036,                0.36362,                 1.5666,               0.004126,               0.004126,               0.004126
                    180,                 0.9338,                  0.417,                  1.339,                0.98156,                0.95966,                0.98384,                 0.7058,                 1.1041,                0.36348,                 1.5674,               0.004093,               0.004093,               0.004093
                    181,                0.93062,                0.41917,                 1.3419,                0.98143,                0.95966,                  0.984,                0.70655,                 1.1046,                0.36386,                 1.5681,                0.00406,                0.00406,                0.00406
                    182,                0.92971,                0.41572,                 1.3408,                0.98131,                0.96069,                0.98415,                0.70608,                 1.1047,                0.36403,                 1.5685,               0.004027,               0.004027,               0.004027
                    183,                0.92925,                0.41513,                  1.341,                 0.9832,                0.96055,                0.98432,                0.70506,                 1.1053,                0.36387,                 1.5691,               0.003994,               0.003994,               0.003994
                    184,                 0.9257,                0.41338,                 1.3382,                0.98226,                0.96086,                0.98432,                0.70631,                  1.105,                0.36393,                 1.5693,               0.003961,               0.003961,               0.003961
                    185,                0.92489,                0.41407,                  1.343,                0.98318,                0.95936,                 0.9841,                 0.7054,                 1.1051,                0.36377,                 1.5696,               0.003928,               0.003928,               0.003928
                    186,                 0.9312,                0.41907,                  1.338,                0.98224,                 0.9606,                0.98417,                0.70495,                 1.1048,                0.36371,                 1.5699,               0.003895,               0.003895,               0.003895
                    187,                0.92502,                0.41466,                 1.3332,                0.98224,                0.96007,                0.98436,                0.70462,                 1.1052,                0.36393,                 1.5707,               0.003862,               0.003862,               0.003862
                    188,                0.91724,                0.41299,                  1.327,                0.98258,                0.95966,                0.98433,                0.70558,                 1.1054,                0.36443,                 1.5707,               0.003829,               0.003829,               0.003829
                    189,                0.91684,                0.41206,                 1.3275,                0.98129,                0.95935,                0.98421,                0.70608,                 1.1051,                0.36414,                 1.5707,               0.003796,               0.003796,               0.003796
                    190,                0.92657,                0.41351,                  1.337,                0.98175,                0.95919,                0.98462,                0.70533,                 1.1053,                0.36394,                 1.5712,               0.003763,               0.003763,               0.003763
                    191,                0.92088,                0.41284,                 1.3338,                0.98128,                0.95904,                0.98418,                0.70417,                 1.1056,                0.36376,                 1.5716,                0.00373,                0.00373,                0.00373
                    192,                0.91957,                0.41121,                 1.3335,                0.98129,                0.95966,                0.98413,                0.70358,                 1.1052,                0.36332,                 1.5715,               0.003697,               0.003697,               0.003697
                    193,                0.92447,                0.41113,                 1.3278,                0.98145,                0.95966,                0.98409,                0.70517,                 1.1051,                0.36329,                 1.5716,               0.003664,               0.003664,               0.003664
                    194,                0.92088,                0.40888,                 1.3296,                0.98098,                0.95966,                0.98409,                0.70516,                 1.1052,                0.36337,                 1.5716,               0.003631,               0.003631,               0.003631
                    195,                0.91657,                0.41314,                 1.3258,                0.98145,                0.95966,                0.98404,                0.70505,                 1.1056,                0.36376,                 1.5721,               0.003598,               0.003598,               0.003598
                    196,                0.91688,                0.40871,                 1.3162,                0.98176,                0.95966,                0.98383,                0.70501,                 1.1057,                 0.3633,                 1.5719,               0.003565,               0.003565,               0.003565
                    197,                0.91057,                0.40803,                 1.3155,                0.98175,                0.95966,                0.98374,                0.70474,                 1.1057,                0.36354,                 1.5717,               0.003532,               0.003532,               0.003532
                    198,                0.90607,                0.40703,                 1.3112,                0.98165,                0.95966,                0.98356,                 0.7038,                 1.1059,                0.36387,                 1.5723,               0.003499,               0.003499,               0.003499
                    199,                0.90898,                0.40673,                 1.3159,                0.98167,                0.95966,                0.98334,                0.70373,                 1.1061,                0.36455,                 1.5724,               0.003466,               0.003466,               0.003466
                    200,                0.90926,                0.40439,                 1.3239,                 0.9812,                0.95966,                0.98336,                 0.7033,                 1.1063,                0.36476,                 1.5727,               0.003433,               0.003433,               0.003433
                    201,                0.91013,                0.40595,                 1.3226,                0.98111,                0.96013,                0.98309,                0.70284,                 1.1062,                0.36459,                 1.5727,                 0.0034,                 0.0034,                 0.0034
                    202,                0.91054,                0.40544,                 1.3197,                0.98128,                0.95896,                0.98268,                0.70325,                 1.1065,                0.36488,                 1.5731,               0.003367,               0.003367,               0.003367
                    203,                0.90956,                0.40499,                 1.3185,                0.98134,                0.95872,                0.98301,                0.70322,                 1.1069,                0.36466,                 1.5739,               0.003334,               0.003334,               0.003334
                    204,                0.90864,                0.40442,                 1.3194,                0.98135,                0.95872,                0.98301,                0.70322,                 1.1073,                 0.3649,                 1.5744,               0.003301,               0.003301,               0.003301
                    205,                0.89919,                0.39911,                 1.3146,                0.98135,                0.95872,                0.98251,                0.70354,                 1.1075,                0.36483,                 1.5751,               0.003268,               0.003268,               0.003268
                    206,                0.90823,                0.39929,                 1.3229,                0.98176,                 0.9591,                0.98303,                0.70377,                 1.1074,                0.36479,                 1.5755,               0.003235,               0.003235,               0.003235
                    207,                0.90361,                0.40363,                 1.3187,                0.98169,                0.95919,                0.98301,                0.70314,                 1.1079,                0.36443,                 1.5762,               0.003202,               0.003202,               0.003202
                    208,                0.90469,                0.40261,                 1.3139,                 0.9827,                0.95908,                0.98293,                0.70394,                 1.1079,                0.36489,                 1.5763,               0.003169,               0.003169,               0.003169
                    209,                0.90124,                0.40008,                  1.306,                0.98269,                0.95868,                0.98275,                0.70332,                 1.1084,                 0.3646,                 1.5765,               0.003136,               0.003136,               0.003136
                    210,                 0.8967,                0.39925,                 1.3131,                0.98222,                0.95846,                0.98238,                0.70354,                 1.1084,                 0.3647,                 1.5765,               0.003103,               0.003103,               0.003103
                    211,                 0.8947,                0.39965,                 1.3094,                0.98175,                0.95826,                0.98235,                0.70311,                 1.1086,                0.36508,                 1.5769,                0.00307,                0.00307,                0.00307
                    212,                0.89815,                0.39993,                 1.3049,                0.98175,                0.95858,                0.98229,                0.70323,                 1.1086,                 0.3652,                  1.577,               0.003037,               0.003037,               0.003037
                    213,                0.89391,                0.39717,                 1.2971,                0.98171,                0.95826,                0.98292,                0.70292,                 1.1089,                0.36554,                  1.577,               0.003004,               0.003004,               0.003004
                    214,                0.89338,                0.39252,                 1.2983,                0.98174,                0.95803,                0.98323,                0.70332,                 1.1092,                0.36573,                 1.5771,               0.002971,               0.002971,               0.002971
                    215,                0.89332,                0.39351,                 1.2956,                0.98195,                0.95732,                0.98276,                0.70284,                 1.1094,                0.36526,                 1.5771,               0.002938,               0.002938,               0.002938
                    216,                0.88717,                0.39005,                 1.2909,                0.98225,                0.95732,                0.98366,                0.70259,                 1.1094,                0.36563,                 1.5772,               0.002905,               0.002905,               0.002905
                    217,                0.89273,                 0.3928,                  1.297,                0.98277,                0.95732,                0.98371,                0.70295,                 1.1094,                0.36562,                 1.5766,               0.002872,               0.002872,               0.002872
                    218,                0.88633,                 0.3912,                 1.2998,                0.98133,                0.95732,                0.98371,                0.70286,                 1.1094,                0.36596,                 1.5763,               0.002839,               0.002839,               0.002839
                    219,                0.88991,                0.39384,                 1.2978,                0.98195,                0.95826,                0.98383,                0.70261,                 1.1093,                0.36546,                 1.5765,               0.002806,               0.002806,               0.002806
                    220,                0.88426,                0.39467,                 1.2934,                 0.9816,                0.95826,                0.98409,                0.70287,                 1.1094,                0.36575,                 1.5768,               0.002773,               0.002773,               0.002773
                    221,                0.87892,                0.38937,                 1.2855,                0.98233,                0.95826,                0.98393,                0.70341,                 1.1092,                0.36579,                 1.5767,                0.00274,                0.00274,                0.00274
                    222,                0.87886,                0.39214,                 1.2863,                0.98266,                0.95779,                 0.9839,                0.70369,                 1.1095,                0.36647,                 1.5767,               0.002707,               0.002707,               0.002707
                    223,                0.88425,                0.38855,                 1.2941,                0.98152,                0.95826,                 0.9839,                0.70388,                 1.1095,                0.36627,                 1.5769,               0.002674,               0.002674,               0.002674
                    224,                0.87908,                0.39078,                 1.2907,                0.98072,                0.95826,                0.98394,                0.70426,                 1.1097,                0.36634,                 1.5769,               0.002641,               0.002641,               0.002641
                    225,                0.87627,                0.39059,                 1.2861,                0.98159,                0.95779,                0.98389,                0.70256,                 1.1099,                0.36609,                 1.5768,               0.002608,               0.002608,               0.002608
                    226,                0.87743,                0.38805,                 1.2811,                0.98145,                0.95779,                0.98394,                0.70258,                 1.1102,                 0.3661,                 1.5766,               0.002575,               0.002575,               0.002575
                    227,                0.87721,                0.38738,                 1.2875,                0.98143,                0.95779,                0.98403,                 0.7027,                 1.1107,                0.36627,                 1.5768,               0.002542,               0.002542,               0.002542
                    228,                0.87704,                0.38708,                  1.287,                0.98164,                0.95779,                0.98398,                0.70323,                 1.1108,                0.36614,                 1.5772,               0.002509,               0.002509,               0.002509
                    229,                  0.874,                0.38593,                 1.2904,                0.98171,                0.95779,                0.98382,                 0.7033,                 1.1113,                0.36619,                 1.5778,               0.002476,               0.002476,               0.002476
                    230,                0.86769,                0.38146,                   1.28,                0.98171,                0.95779,                0.98367,                0.70367,                 1.1115,                0.36595,                 1.5782,               0.002443,               0.002443,               0.002443
                    231,                0.87361,                0.38338,                 1.2787,                0.98268,                0.95822,                0.98373,                0.70447,                 1.1114,                0.36583,                 1.5781,                0.00241,                0.00241,                0.00241
                    232,                0.86967,                0.38495,                 1.2708,                0.98221,                0.95814,                0.98361,                0.70367,                 1.1118,                0.36564,                 1.5784,               0.002377,               0.002377,               0.002377
                    233,                0.86566,                0.37966,                 1.2746,                 0.9822,                0.95732,                0.98331,                0.70392,                 1.1116,                0.36546,                 1.5785,               0.002344,               0.002344,               0.002344
                    234,                0.86226,                0.38263,                 1.2769,                0.98315,                0.95764,                0.98373,                0.70344,                 1.1117,                0.36564,                 1.5787,               0.002311,               0.002311,               0.002311
                    235,                0.86282,                0.38015,                 1.2785,                0.98245,                0.95779,                0.98362,                0.70367,                 1.1122,                0.36602,                 1.5795,               0.002278,               0.002278,               0.002278
                    236,                0.86184,                 0.3805,                 1.2795,                0.98195,                0.95826,                 0.9836,                0.70288,                 1.1119,                0.36564,                 1.5796,               0.002245,               0.002245,               0.002245
                    237,                0.86195,                0.37813,                 1.2781,                0.98174,                0.95843,                0.98364,                0.70298,                 1.1123,                0.36627,                 1.5802,               0.002212,               0.002212,               0.002212
                    238,                0.86007,                0.37883,                 1.2769,                0.98206,                0.95826,                0.98373,                0.70328,                 1.1124,                0.36603,                 1.5809,               0.002179,               0.002179,               0.002179
                    239,                0.86181,                0.37993,                 1.2754,                0.98223,                0.95826,                0.98351,                0.70243,                 1.1127,                0.36693,                 1.5812,               0.002146,               0.002146,               0.002146
                    240,                0.85434,                0.37713,                 1.2718,                0.98269,                0.95853,                0.98345,                0.70272,                  1.113,                0.36714,                 1.5817,               0.002113,               0.002113,               0.002113
                    241,                0.85444,                0.37311,                 1.2674,                0.98047,                0.95919,                0.98351,                0.70148,                 1.1136,                0.36703,                  1.582,                0.00208,                0.00208,                0.00208
                    242,                0.85338,                0.37218,                 1.2712,                0.98075,                0.95872,                0.98348,                0.70128,                 1.1139,                 0.3669,                 1.5825,               0.002047,               0.002047,               0.002047
                    243,                0.85469,                0.37463,                 1.2682,                0.97988,                0.95962,                0.98391,                0.70044,                 1.1142,                0.36641,                  1.583,               0.002014,               0.002014,               0.002014
                    244,                0.85312,                0.37512,                 1.2639,                0.98361,                0.95724,                0.98403,                0.70044,                 1.1149,                 0.3668,                 1.5834,               0.001981,               0.001981,               0.001981
                    245,                0.84995,                0.37447,                 1.2649,                0.98361,                0.95717,                0.98261,                0.70029,                 1.1151,                0.36704,                 1.5838,               0.001948,               0.001948,               0.001948
                    246,                0.84839,                0.37139,                 1.2573,                0.98253,                0.95779,                0.98243,                0.69966,                 1.1154,                0.36691,                 1.5841,               0.001915,               0.001915,               0.001915
                    247,                0.84484,                0.37268,                 1.2585,                0.98082,                0.95961,                0.98253,                0.70002,                 1.1156,                0.36688,                 1.5845,               0.001882,               0.001882,               0.001882
                    248,                0.84693,                0.37077,                 1.2618,                0.98024,                0.96107,                0.98373,                0.70051,                  1.116,                 0.3674,                 1.5851,               0.001849,               0.001849,               0.001849
                    249,                0.84201,                 0.3697,                 1.2507,                0.98066,                0.95872,                0.98254,                0.70059,                 1.1164,                0.36777,                 1.5852,               0.001816,               0.001816,               0.001816
                    250,                0.84287,                0.37021,                 1.2586,                0.98078,                0.95756,                0.98221,                0.70055,                 1.1166,                0.36834,                 1.5853,               0.001783,               0.001783,               0.001783
                    251,                0.83715,                 0.3696,                 1.2563,                0.97805,                0.96151,                0.98241,                0.70038,                 1.1173,                0.36837,                 1.5863,                0.00175,                0.00175,                0.00175
                    252,                0.83711,                0.36846,                  1.254,                0.98313,                0.95646,                0.98238,                0.70066,                 1.1177,                0.36886,                 1.5866,               0.001717,               0.001717,               0.001717
